Kanji	Keyword	KeywordWK	ElementsTree	Elements
飼	domesticate	Domesticate		domesticate, eat, food, umbrella, good, halo, drop, silver, director, Ken Russel, clothes hanger, coat hanger, one, mouth
嗣	heir			heir, mouth, tome, scrapbook, glass canopy, hood, flowers, director, Ken Russel, clothes hanger, coat hanger, one, mouth
舟	boat	Boat		boat
舶	liner	Ship		liner, boat, wind, drop, white, dove
航	navigate	Navigation		navigate, boat, whirlwind, top hat, wind
舷	gunwale			gunwale, boat, mysterious, top hat, cocoon
般	carrier	Generally		carrier, boat, cruise missile, missile, wind, crotch
盤	tray	Tray		tray, carrier, boat, cruise missile, missile, wind, crotch, dish
搬	conveyor	Transport		conveyor, finger, fingers, carrier, boat, cruise missile, missile, wind, crotch
船	ship	Boat		ship, boat, gully, eight, mouth
艦	warship	Warship		warship, boat, oversee, retainer, slave, reclining, lying down, one, floor, dish
艇	rowboat	Rowboat		rowboat, boat, courts, porter, drop, samurai, stretch
瓜	melon	Melon		melon, claw, vulture, elbow
弧	arc	Arc		arc, bow, melon, claw, vulture, elbow
孤	orphan	Orphan		orphan, child, melon, claw, vulture, elbow
繭	cocoon			cocoon, flowers, hood, stick, thread, spiderman, insect
益	benefit	Benefit		benefit, animal horns, horns, one, floor, animal legs, eight, dish
暇	spare time	Spare Time		spare time, hobby, sun, day, staples, mouth, box, crotch, box2
敷	spread	Spread		spread, arrowhead, rice field, brains, compass, direction, taskmaster
来	come	Come		come, not yet, animal horns, horns
気	spirit	Energy		spirit, landed fish, reclining, lying down, one, floor, fishhook, sheaf
汽	vapor	Steam		vapor, water, water droplets, water pistol, landed fish, reclining, lying down, one, floor, fishhook
飛	fly	Fly		fly, hook, propeller, measuring box, thousand, needles, propeller2
沈	sink	Sink		sink, water, water droplets, water pistol, chihuahua with one human leg, garter, crown, human legs
枕	pillow	Pillow		pillow, tree, wood, garter, crown, human legs
妻	wife	Wife		wife, ten, needle, rake, woman
凄	nifty	Amazing		nifty, ice, wife, ten, needle, rake, woman
衰	decline	Decline		decline, declining, pathetic, stick, top hat, scarf, mouth
衷	inmost			inmost, ten, needle, mouth, scarf
面	mask	Face		mask, hundred, one, ceiling, drop, pent in, eye
麺	noodles	Noodles		noodles, barley, grow up, walking legs, mask, hundred, one, ceiling, drop, pent in, eye
革	leather	Leather		leather, flowers, car, mouth, ten, needle
靴	shoes	Shoes		shoes, leather, flowers, car, mouth, ten, needle, change, person, spoon, sitting on the ground
覇	hegemony	Leadership		hegemony, old west, leather, flowers, car, mouth, ten, needle, moon, month, flesh, part of the body
此	this here			stop, footprint, spoon
声	voice	Voice		voice, samurai, flag, stick
柴	brushwood	Brushwood		stop, footprint, spoon, tree, this here
眉	eyebrow	Eyebrows		eyebrow, flag, stick, eye
砦	fort			this here, stop, footprint, spoon, stone
呉	give	Give		give, mouth, chair, tool, animal legs
些	whit			this here, stop, spoon, two
娯	recreation	Recreation		recreation, woman, give, mouth, chair, tool, animal legs
髭	beard			mane, hairpin, shape, this here, stop, footprint, spoon
誤	mistake	Mistake		mistake, say, words, keitai, mouth, give, chair, tool, animal legs, mouth2
蒸	steam	Steam		steam, flowers, helping hand, complete, water, one, floor, oven-fire, drop4, barbecue
禽	fowl			umbrella, sheik, top hat, villain, sheaf, belt, elbow
承	acquiesce	Consent		acquiesce, water, complete, three
檎	apple			tree, fowl, umbrella, sheik, top hat, villain, sheaf, belt, elbow
函	bin			bin, snare, sparkler, shovel
憐	sympathize with			state of mind, rice, dance, ballerina, sunglasses, cow, shoeshine
極	poles	Extreme		poles, decay, tree, wood, snare, mouth, crotch, one, floor
燐	phosphorus			fire, rice, dance, ballerina, shoeshine
牙	tusk	Fang		tusk
麟	camelopard			deer, cave, old west, compare, rice, dance, ballerina
芽	bud	Sprout		bud, flowers, tusk
鱗	scaled			fish, shoeshine, rice, dance, ballerina
邪	wicked	Wicked		wicked, tusk, city walls
奄	encompassing			large, eel, rice field, fishhook, speaketh, monkey, inX
雅	gracious	Elegant		gracious, tusk, turkey
庵	hermitage			cave, dachshund, large, eel, rice field, speaketh, inX, fishhook
釈	interpretation	Explanation		explanation, animal tracks, drop, rice, shaku-hachi, flag, stick
掩	shrouded			fingers, dachshund, large, eel, speaketh, rice field, inX, fishhook
番	turn	Number In A Series		turn, dice, animal tracks, drop, rice, rice field, brains
審	hearing	Judge		hearing, house, dice, animal tracks, drop, rice, rice field, brains
悛	make amends			state of mind, streetwalker, Ministry of silly walks, John Cleese, license, elbow, human legs, walking legs
翻	flip	Flip		flip, dice, animal tracks, drop, rice, rice field, brains, feathers, wings
駿	steed	Speed		team of horses, horse, streetwalker, elbow, human legs, walking legs
藩	clan	Fiefdom		clan, flowers, water, water droplets, water pistol, dice, animal tracks, drop, rice, rice field, brains
峻	steep			mountain, streetwalker, elbow, human legs, walking legs
毛	fur	Fur		fur
竣	complete a job			stand, streetwalker, elbow, human legs, walking legs
耗	decrease			decrease, christmas tree, fur
尾	tail	Tail		tail, flag, fur
舅	father-in-law			mortar, man, male, rice field, power
宅	home	House		home, house, lock of hair, seven
鼠	mouse			mortar, plow, straightened hook2, straightened hook, drop2, drop4, drop, drops, hook, fishhook
託	consign	Consign		consign, say, words, keitai, mouth, lock of hair, seven
鑿	bore			row, owl, upside down in a row, mortar, missile, metal, gold, wind, crotch, cornstalk
為	do	Sake		do, so, strange building, tail feathers
偽	falsehood	Fake		falsehood, person, do, so, strange building, tail feathers
艘	small craft			boat, mortar, crotch, stick
畏	apprehensive			apprehensive, rice field, brains, hairpin, safety-pin
犀	rhinoceros			flag, I Ching, two, cow
長	long	Long		long, hair, hairpin, safety-pin
皐	lunar month			white, I Ching, two, ten
張	lengthen	Stretch		lengthen, bow, long
帳	notebook	Notebook		notebook, towel, long
畷	rice-field footpath			rice field, stitching, crotch, crotch4
脹	dilate			dilate, moon, month, flesh, part of the body, long
綴	mend			spike, thread, stitching, crotch, crotch4
髪	hair of the head	Hair		hair of the head, hairstyle, hair, shape, friend
爾	let it be			spike, eight, one, hood, belt, stitching, crotch, sheaf, sheaf4, four sheaves
展	unfold	Expand		unfold, flag, salad, hairpin, safety-pin
喪	miss	Mourning		miss, top hat, soil, dirt, ground, mouth, hairpin, safety-pin, mouth2
鎧	suit of armor			metal, gold, hill of beans, mountain, one, beans
巣	nest	Nest		nest, owl, one, animal legs, fruit, rice field, brains, tree, wood
凱	triumph			hill of beans, mountain, one, beans, wind
単	simple	Simple		simple, owl, one, animal legs, rice field, brains, ten, needle
戦	war	War		war, simple, owl, one, animal legs, rice field, brains, ten, needle, fiesta
禅	Zen	Zen		zen, altar, simple, owl, one, animal legs, rice field, brains, ten, needle
呑	quaff			sapling, mouth
弾	bullet	Bullet		bullet, bow, simple, owl, one, animal legs, rice field, brains, ten, needle
韮	leek			flowers, green onion, un-, floor
桜	cherry tree	Sakura		cherry tree, tree, wood, owl, one, animal legs, woman
籤	lottery			bamboo, assembly line, person2, person, green onion, un-, floor, fiesta
獣	animal	Beast		animal, owl, rice field, brains, one, animal legs, mouth, chihuahua, dog, large, drop
懺	penitential			state of mind, assembly line, person2, person, green onion, un-, floor, fiesta
脳	brain	Brain		brain, moon, month, flesh, part of the body, owl, one, animal legs, villain, sheaf, shovel
芻	hay			hay, bound up2, bound up, mountain2, mountain
悩	trouble	Worry		trouble, Freud, state of mind, owl, one, animal legs, villain, sheaf, shovel
雛	chick			hay, bound up2, bound up, mountain2, mountain, turkey
厳	stern	Strict		stern, owl, one, animal legs, cliff, daring, spike, ear, taskmaster
趨	scurry			run, hay, bound up2, bound up, mountain2, mountain
鎖	chain	Chain		chain, metal, gold, small, shellfish, shell, clam, oyster, eye, animal legs, eight
尤	understandably			chihuahua with one human leg, crown, leg, drop, sink
挙	raise	Raise		raise, owl, one, animal legs, tool, hand
誉	reputation	Honor		reputation, owl, one, animal legs, tool, say, words, keitai, mouth
厖	immense			cliff, chihuahua with one human leg, crown, leg, shape
猟	game hunting	Hunting		game hunting, pack of wild dogs, anemometer, owl, one, animal legs, wind, cornstalk
鳥	bird	Bird		bird, white, dove, one, tail feathers
或	a certain			a, a certain, mouth, floor, one, fiesta
鳴	chirp	Chirp		chirp, mouth, bird
鶴	crane	Crane		crane, turkey house, bird
兎	rabbit			drop, mouth, stick, human legs
烏	crow	Crow		crow, drop, mouth, one, tail feathers
也	est	Considerably		scorpion, fishhook, stick
蔦	vine			vine, flowers, bird
尭	lofty			strawman, ten, salad, human legs
鳩	pigeon	Dove		pigeon, nine, baseball, bird
巴	comma-design			mosaic, stick
鶏	chicken	Chicken		chicken, claw, vulture, husband, bird
甫	offspring			offspring, dog tag, dogtag, arrowhead, screwdriver, utilize, utilise
島	island	Island		island, bird, mountain
疋	critters			zoo
暖	warmth	Warm		warmth, sun, day, migrating ducks, claw, vulture, one, friend
菫	violet			cabbage, flowers, one, inX, mouth, stick, king
媛	beautiful woman	Princess		beautiful woman, woman, migrating ducks, claw, vulture, one, friend
曼	mandala			mandala, sun, day, net, eye, crotch
援	abet	Aid		abet, finger, fingers, migrating ducks, claw, vulture, one, friend
緩	slacken	Loose		slacken, thread, spiderman, migrating ducks, claw, vulture, one, friend
云	quote			rising cloud
属	belong	Belong		belong, flag, gnats, drop, insect, belt
卜	augury			magic wand, divining rod
嘱	entrust	Request		entrust, mouth, belong, flag, gnats, drop, insect, belt
喬	heaven-high			angel, heavens, sapling, hood, mouth
偶	accidentally	Accidentally		accidentally, person, talking cricket, brains, insect, belt
莫	shalt			flowers, sun, day, large
遇	interview	Treatment		interview, talking cricket, brains, insect, belt, road
倭	Yamato			person, committee, wheat, woman
愚	foolish	Foolish		foolish, talking cricket, brains, insect, belt, heart
侠	chivalry			person, scissors, husband, animal horns, horns
隅	corner	Corner		corner, pinnacle, parthenon, acropolis, talking cricket, brains, insect, belt
倦	fed up			person, scroll, quarter, snake, self
逆	inverted	Reverse		inverted, mountain goat, horns, mountain, road
佼	comely			person, mingle, top hat, father
塑	model			model, first day of the month, mountain goat, horns, mountain, moon, month, flesh, part of the body, soil, dirt, ground
俄	abrupt			person, ego, hand, finger, fingers, fiesta, arrow, drop
遡	go upstream			go upstream, first day of the month, mountain goat, horns, mountain, moon, month, flesh, part of the body, road
佃	work a field			person, rice field, field
岡	Mount	Hill		mount, glass canopy, hood, mountain goat, horns, mountain
伶	minstrel			person, orders
鋼	steel	Steel		steel, metal, gold, mount
仔	animal offspring			person, child
綱	hawser	Cable		hawser, thread, spiderman, mount
仇	foe			person, nine
剛	sturdy	Sturdy		sturdy, mount, sword, sabre, saber
伽	look after			person, add, power, mouth
缶	tin can	Can		tin can, reclining, lying down, noon, sign of the horse, shovel, mountain
陶	pottery	Pottery		pottery, pinnacle, parthenon, acropolis, bound up, tin can, noon, sign of the horse, shovel
僻	biased			person, ketchup, spicy, flag, mouth2, mouth
揺	swing	Shake		swing, finger, fingers, condor, claw, vulture, king, mountain
儲	make a profit			person, various, say, words, puppet, someone
謡	Noh chanting	Noh Chanting		noh chanting, say, words, keitai, mouth, condor, claw, vulture, king, mountain
倖	bliss			person, happiness
鬱	gloom	Gloom		psychopath, gloom
僑	emigrant			person, angel, wheat, hood, mouth2, mouth
就	concerning	Settle In		concerning, capital, tall, top hat, mouth, small, little, understandably, chihuahua with one human leg
蹴	kick	Kick		kick, wooden leg, leg, mouth, stop, footprint, concerning, capital, tall, top hat, mouth, small, little, understandably, chihuahua with one human leg, mouth2
懇	sociable	Courteous		sociable, skunk, silver, heart
侃	integrity			person, mouth, flood
墾	groundbreaking			groundbreaking, skunk, silver, soil, dirt, ground
倶	mate			person, tool, eye, one, animal legs, eight
貌	countenance			countenance, skunk, badger, white, dove, human legs
侭	as is			person, exhaust, shaku-hachi, flag, stick, ice
免	excuse	Excuse		excuse, village stocks, rabbit, bound up, human legs
佑	adjutant			person, right
逸	elude	Deviate		deviate, elude, excuse, village stocks, rabbit, bound up, human legs, road
俣	fork in a road			person, mouth, heavens
晩	nightfall	Night		nightfall, sun, day, excuse, village stocks, rabbit, bound up, human legs
傭	hire			person, commonplace, common, cave, brush, broom, utilize
勉	exertion	Exertion		exertion, excuse, village stocks, rabbit, bound up, human legs, power, muscle, arnold
偲	memorial			person, think, rice field, heart, drop3
象	elephant	Elephant		elephant, colour, color, bound up, sow, pig
脩	dried meat			person, walking stick, stick, taskmaster, meat, moon
像	statue	Statue		statue, person, elephant, colour, color, bound up, sow, pig
倅	my son			person, graduate, top hat, assembly line, ten
馬	horse	Horse		horse, team of horses
做	make do			person, happenstance, old, taskmaster
駒	pony	Chess Piece		pony, team of horses, phrase, bound up, mouth
験	verification	Test		verification, team of horses, awl, fit, meeting, umbrella, mouth, person
冴	sharp			ice, tusk
騎	equestrian	Horse		equestrian, team of horses, strange, large, St. Bernard, street, nail, spike, mouth
凋	wilt			ice, circumference
駐	parking	Resident		stop-over, parking, team of horses, candlestick, lord, drop, king, jewel, ball
凌	pull through	Endure		dirt, walking legs, ice
駆	drive	Gallop		drive, team of horses, ward, box, sheaf
駅	station	Station		station, team of horses, shaku-hachi, flag, stick
凛	stately	Cold		ice, -times, times, altar
騒	boisterous	Boisterous		boisterous, team of horses, crotch, insect
凧	kite			wind, towel
駄	burdensome	Burdensome		burdensome, team of horses, plump, large, St. Bernard, drop
凪	lull			wind, stop
驚	wonder	Surprised		wonder, awe, flowers, phrase, bound up, mouth, taskmaster, team of horses
